"netrad_toa","albedo","swabstoa_ave","swabstoa","swabstoa_soceans","sw_cre","olr_ave","olr","lw_cre","pwv","qv_200hpa","qv_600hpa","qv_925hpa","T_200hpa","T_600hpa","T_925hpa","CLWP_no_precip_cond","prec_mc","prec","tcc","tcc_isccp"
5.96617031097412,28.8387775421143,241.824554443359,36.836067199707,16.147762298584,34.2431221008301,235.858367919922,38.6630668640137,19.8574886322021,0.584424495697021,9.10321468836628e-05,0.000272743258392438,0.000833303085528314,8.84716415405273,15.5999374389648,4.13200283050537,0.168629840016365,4.407898086356e-05,2.28579974645982e-05,62.0682258605957,105.290176391602
15.4809112548828,26.2699222564697,250.554183959961,106.149108886719,43.3543701171875,100.441551208496,235.073348999023,57.6064071655273,37.2541046142578,1.13194584846497,9.16726858122274e-05,0.000747491896618158,0.001508500543423,9.79933929443359,18.3452548980713,2.84510064125061,0.362092852592468,5.26889052707702e-05,1.9800503650913e-05,114.351531982422,156.845901489258
25.9309597015381,21.4483222961426,266.939270019531,205.130355834961,75.0771179199219,203.109512329102,241.008346557617,31.3933906555176,50.3247566223145,5.15103626251221,2.0283812773414e-05,0.00169475434813648,0.00178907939698547,16.2730121612549,13.018702507019,4.86539554595947,0.432600557804108,7.53210333641618e-05,3.56223681592382e-05,152.514511108398,218.538589477539
5.8860182762146,29.4142456054688,239.868988037109,58.603458404541,49.1809005737305,48.0824317932129,233.983001708984,53.5353012084961,26.7351112365723,1.25427854061127,6.01409810769837e-05,0.000645511550828815,0.00232334132306278,12.1942090988159,14.8103685379028,3.18457627296448,0.536060690879822,3.86325555155054e-05,3.18843303830363e-05,113.364852905273,140.345855712891
4.50633239746094,29.6867218017578,238.943069458008,52.4396934509277,28.3355159759521,47.1033592224121,234.436767578125,48.930591583252,20.2486553192139,0.548682928085327,0.000109391097794287,0.000363783707143739,0.000538660329766572,11.5189437866211,18.8071956634521,3.76313638687134,0.372984617948532,6.62343736621551e-05,1.82222393050324e-05,93.7026214599609,125.472175598145
21.6412258148193,27.58180809021,246.096099853516,70.5297012329102,12.4193849563599,67.5897827148438,224.454879760742,143.925247192383,93.7461853027344,8.18752002716064,9.02851097634993e-05,0.00146446761209518,0.00253046187572181,23.3956146240234,12.2235441207886,2.69363951683044,0.241177946329117,2.48192445724271e-05,3.31795890815556e-05,76.1132659912109,117.609245300293
10.254864692688,32.9680252075195,227.792282104492,118.466979980469,43.8083152770996,136.534118652344,217.53742980957,185.29719543457,121.660079956055,18.1615104675293,0.000179804104845971,0.00231593661010265,0.00434608152136207,32.662525177002,10.9981670379639,2.4875853061676,0.198080882430077,3.35021977662109e-05,3.50126611010637e-05,65.8553924560547,52.0189895629883
29.2592334747314,27.0299339294434,247.971481323242,95.5348510742188,38.4511909484863,93.5401992797852,218.712341308594,180.585708618164,128.165710449219,17.6248836517334,0.000264787755440921,0.00336840189993382,0.00416442332789302,39.4857864379883,11.185754776001,4.40335893630981,0.384633362293243,2.8256639780011e-05,4.53425200248603e-05,85.6937255859375,109.230674743652
9.71966457366943,27.1586360931396,247.534118652344,70.7271423339844,16.5564193725586,61.704475402832,237.814514160156,28.1403846740723,25.3191299438477,2.58480715751648,7.03586483723484e-05,0.000545980408787727,0.00219427770934999,13.1453132629395,13.5902652740479,2.66886806488037,0.301462203264236,2.19088269659551e-05,3.40567021339666e-05,72.9261627197266,109.200950622559
22.039083480835,23.955587387085,258.418975830078,162.287307739258,89.0967178344727,147.953338623047,236.3798828125,53.2329978942871,39.9197044372559,1.48056554794312,8.13583901617676e-05,0.000830481003504246,0.00460906885564327,11.745846748352,16.1796474456787,3.83567118644714,0.438171625137329,6.87217980157584e-05,2.99505591101479e-05,102.383453369141,153.810653686523
9.5755500793457,30.6944808959961,235.518371582031,76.3890991210938,19.1117095947266,93.8218002319336,225.94287109375,118.337387084961,74.889533996582,0.701988637447357,8.56547831062926e-06,0.00135937263257802,0.00336856883950531,14.0767211914062,12.6595373153687,1.88681221008301,0.250381529331207,5.86426904192194e-05,2.76219579973258e-05,57.3829879760742,85.5039749145508
8.10542678833008,28.5207538604736,242.905319213867,74.3646011352539,12.1984901428223,80.8242416381836,234.799835205078,61.3194236755371,34.6607437133789,0.640123307704926,0.000114655900688376,0.000807574368081987,0.00490578124299645,11.3608665466309,19.7124500274658,6.53573894500732,0.230951488018036,6.15422250120901e-05,3.21768675348721e-05,54.9909553527832,84.5835800170898
