"debdecaytime","cdnc_ocean_mc","cdnc_land_mc_xs","dcw_qc","qci_detrainment_multiplier","cloudrvl_mstcnv","cloudrvi_mstcnv","bsort_enteff1","bsort_enteff2","urelscale","cond_repart_dpscale","pthresh_closure2","tadjmc1","tadjmc2","tadjmc3","dd_evpeff_qp_scale","geometric_fevapfac","dp_disp_fac","dp_disp_max","dp_disp2_fac","dp_disp2_max","dd_detbyent","entcon_dd","max_dt_overshoot","terminal_aspcp","mc_tqstar_fac","mc_fddrt","tfmc","vterm_env","t_homf","rhcsl","rhctl","ni_homfree","dcs","wb99_rh","invar_pow","ac_time","scale_cn","scale_iifn","scale_difn","ifluffy","sfluffy","vf_multi","vf_mults","a_sed_entrain"
1800,60,115,7.999999797903e-05,1,10,7.5,0.100000001490116,0.6700000166893,300,50,700,1,2,1,0.00100000004749745,0,0.300000011920929,50,1,200,0,0.000199999994947575,1,0.100000001490116,1,0.5,258.149993896484,3,238.149993896484,0.75,0.899999976158142,1e+05,0.000199999994947575,0.949999988079071,1,180,1,0.100000001490116,1,0.5,0.5,1,1,15
7640.60986328125,93.8443984985352,83.9849014282227,5.1957100367872e-05,1.1390700340271,6.77514982223511,14.019100189209,0.142447993159294,0.517580986022949,110.393997192383,72.7403030395508,578.369995117188,2.98042011260986,2.22584009170532,2.21038007736206,0.00147965003270656,0.933484971523285,0.198359996080399,50.0471000671387,1.40331995487213,168.272003173828,0.1632090061903,0.000351002003299072,0.440138012170792,0.136200994253159,1.35180997848511,0.372548997402191,256.705993652344,5.27816009521484,234.634002685547,0.749432981014252,0.874334990978241,624968,0.000407446990720928,0.938017010688782,0.64259397983551,994.544006347656,0.920026004314423,2.50821995735168,2.68724989891052,0.676234006881714,0.819153010845184,0.284994006156921,1.35944998264313,17.6103000640869
2505.52001953125,47.1053009033203,71.6167984008789,5.01147987961303e-05,1.18824994564056,7.18045997619629,11.6185998916626,0.091693602502346,0.534106016159058,57.5047988891602,76.883903503418,653.331970214844,1.17326998710632,5.47565984725952,1.09627997875214,0.00122378999367356,0.025823999196291,0.166396006941795,64.5386962890625,1.07848000526428,265.165985107422,0.30883601307869,0.000201835995540023,1.59807002544403,0.0922676995396614,0.85268098115921,0.504221975803375,260.122985839844,4.61252021789551,234.945007324219,0.755003988742828,0.802141010761261,364486,0.000321361992973834,0.947374999523163,0.611900985240936,1911.42004394531,1.2797600030899,9.52571964263916,1.86108005046844,0.795513987541199,0.247464001178741,1.38350999355316,0.83141702413559,16.804500579834
1891,40.2971000671387,98.0018005371094,8.2334503531456e-05,1.34168004989624,5.65642976760864,7.83466005325317,0.096074603497982,0.612632989883423,261.510009765625,76.3243026733398,544.56298828125,1.77864003181458,1.62416005134583,3.28449988365173,0.00108932005241513,0.176998004317284,0.163515999913216,67.7736968994141,0.980255007743835,160.20100402832,0.419254004955292,0.0002950020134449,0.730352997779846,0.106430999934673,0.86097002029419,0.784803986549377,259.609985351562,2.19437003135681,233.475997924805,0.693726003170013,0.828999996185303,855355,0.000434926012530923,0.929714977741241,0.548995971679688,3141.63989257812,1.11213004589081,0.452075988054276,0.803762972354889,0.274816989898682,0.481227993965149,0.68174397945404,0.563067018985748,15.9259004592896
10281.099609375,60.0796012878418,94.0307006835938,4.52977983513847e-05,1.98986995220184,9.94727039337158,8.17063999176025,0.183665007352829,0.734274983406067,243.080993652344,77.3149032592773,658.939025878906,0.958824992179871,5.84024000167847,2.08385992050171,0.0011622499441728,0.479775995016098,0.286060005426407,32.4686012268066,1.48562002182007,213.985992431641,0.360617011785507,0.000385772000299767,0.774403989315033,0.187561005353928,0.887180984020233,0.591313004493713,258.886993408203,3.67962002754211,237.462997436523,0.606580018997192,0.843735992908478,280114,0.000291047996142879,0.820842981338501,1.04306995868683,1642.69995117188,1.43798995018005,2.04124999046326,5.69819021224976,0.981842994689941,0.515890002250671,0.973986983299255,0.893400013446808,15.1784000396729
5916.64990234375,53.0896987915039,1.21306002140045,5.51160992472433e-05,1.33908998966217,9.06546020507812,14.4287996292114,0.0825671032071114,0.789807975292206,185.339004516602,30.6159992218018,523.575988769531,0.910848021507263,5.54984998703003,1.62864005565643,0.00114949000999331,0.791989028453827,0.109500996768475,20.7409992218018,1.39015996456146,213.190994262695,0.0621418990194798,0.000180436007212847,1.0725599527359,0.0722958967089653,1.4724600315094,0.770999014377594,252.613998413086,5.57145023345947,235.582000732422,0.66396301984787,0.870759010314941,131309,0.000235697996686213,0.806213021278381,0.190073996782303,2007.41003417969,1.38709998130798,6.04204988479614,6.60618019104004,0.27701398730278,0.783381998538971,1.28201997280121,0.388056993484497,17.9382991790771
8199.8798828125,96.0746994018555,39.720401763916,7.69174002925865e-05,1.84755003452301,8.5136604309082,9.0250997543335,0.179192006587982,0.70950198173523,277.765991210938,59.3350982666016,551.046997070312,0.885577976703644,3.47776007652283,3.02303004264832,0.000292759999865666,0.778768002986908,0.274488002061844,46.9505996704102,1.47054994106293,181.119995117188,0.337574988603592,9.80284021352418e-05,1.60105001926422,0.148541003465652,1.07354998588562,0.838729023933411,253.763000488281,2.80940008163452,237.897003173828,0.739982008934021,0.927462995052338,277201,0.000469560996862128,0.802600979804993,0.967949986457825,3092.3798828125,0.95854902267456,7.67036008834839,0.925782024860382,0.783685982227325,0.532711029052734,1.54993999004364,1.20660996437073,12.21399974823
5760.5400390625,40.5536994934082,106.736999511719,6.69026994728483e-05,1.30813002586365,5.06874990463257,12.7468004226685,0.194743007421494,0.63839602470398,246.837005615234,75.9346008300781,637.6259765625,1.51108002662659,5.54345989227295,2.14883995056152,0.000445857993327081,0.178815007209778,0.308952003717422,43.4788017272949,0.86515200138092,260.433990478516,0.271629989147186,7.76063970988616e-05,2.475909948349,0.054348099976778,0.892129004001617,0.810797989368439,258.449005126953,5.93102979660034,233.658996582031,0.762041985988617,0.810356020927429,227483,0.00058089301455766,0.892140984535217,1.8204699754715,1170.36999511719,1.19415998458862,7.86779022216797,7.8227801322937,0.328330993652344,0.798790991306305,0.940732002258301,1.15622997283936,12.4004001617432
9497.41015625,52.6426010131836,140.64599609375,6.86790008330718e-05,1.28664004802704,5.26681995391846,10.4350004196167,0.258740991353989,0.521604001522064,212.445999145508,72.5348968505859,505.093994140625,1.07631003856659,4.1210298538208,2.30168008804321,0.000501001020893455,0.131449997425079,0.130785003304482,39.6503982543945,1.22212994098663,131.602996826172,0.0670474991202354,0.000241439003730193,0.465689986944199,0.158757999539375,1.33860003948212,0.928946018218994,249.335998535156,2.35982990264893,236.880004882812,0.650767982006073,0.819589972496033,447855,0.000245642993832007,0.818432986736298,1.23081994056702,1784.9599609375,0.688821017742157,7.35240983963013,6.73673009872437,0.153020992875099,0.197555005550385,1.07641994953156,1.29378998279572,16.0051002502441
8774.2099609375,88.7710037231445,35.1869010925293,7.25025020074099e-05,1.50417995452881,5.93466997146606,11.1606998443604,0.0777503028512001,0.605391979217529,185.662994384766,76.6445007324219,611.533996582031,0.787356019020081,5.2236499786377,3.7125198841095,0.000321413011988625,0.276782006025314,0.474956005811691,60.0764007568359,0.828438997268677,183.841995239258,0.148792997002602,0.000396160990931094,2.50239992141724,0.0726511031389236,0.794690012931824,0.942740023136139,258.6669921875,4.02584981918335,233.298004150391,0.829648017883301,0.913661003112793,941138,7.31022009858862e-05,0.896275997161865,1.67316997051239,1424.47998046875,1.12794005870819,4.634850025177,2.02196002006531,0.0686269029974937,0.37347799539566,1.95901000499725,1.16073000431061,15.6583003997803
